/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_26_748.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_26_748.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_26_748.jpg,0,0,0,8.455822E-06
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_26_827.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_26_827.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_26_827.jpg,0,0,0,1.038037E-05
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_26_896.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_26_896.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_26_896.jpg,0,0,0,2.308865E-06
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_26_979.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_26_979.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_26_979.jpg,0,0,0,1.091182E-05
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_27_062.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_27_062.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_27_062.jpg,0,0,0,2.149057E-05
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_27_145.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_27_145.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_27_145.jpg,0,0,0,3.280983E-06
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_27_227.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_27_227.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_27_227.jpg,0,0,0,1.856038E-05
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_27_309.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_27_309.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_27_309.jpg,0,0,0,1.909803E-05
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_27_392.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_27_392.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_27_392.jpg,0,0.2477452,0,0.2226586
/home/daniel/Documents/EPQ/track1_1/IMG/center_2017_11_15_11_07_27_483.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/left_2017_11_15_11_07_27_483.jpg,/home/daniel/Documents/EPQ/track1_1/IMG/right_2017_11_15_11_07_27_483.jpg,0,0.4976168,0,0.7050151
